valueCategory,temporal,temporal_type,georegion,georegion_type,agegroup,agegroup_type,sex,type,value,pop,incValue,valueYearCumSum,valueMean3y,trend,prct,deltaValue,deltaIncValue,incValuePrctChange,valueMean5y,dataComplete
min_value_10y,2024-M01,month,CHFL,CHFL,all,agegroup_food,all,all,65,NA,0.74,65,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2024-M02,month,CHFL,CHFL,all,agegroup_food,all,all,46,NA,0.55,117,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2024-M03,month,CHFL,CHFL,all,agegroup_food,all,all,50,NA,0.57,182,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2024-M04,month,CHFL,CHFL,all,agegroup_food,all,all,46,NA,0.53,261,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2024-M05,month,CHFL,CHFL,all,agegroup_food,all,all,58,NA,0.67,319,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2024-M06,month,CHFL,CHFL,all,agegroup_food,all,all,78,NA,0.91,398,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2024-M07,month,CHFL,CHFL,all,agegroup_food,all,all,126,NA,1.49,533,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2024-M08,month,CHFL,CHFL,all,agegroup_food,all,all,206,NA,2.37,739,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2024-M09,month,CHFL,CHFL,all,agegroup_food,all,all,165,NA,1.91,939,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2024-M10,month,CHFL,CHFL,all,agegroup_food,all,all,130,NA,1.49,1069,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2024-M11,month,CHFL,CHFL,all,agegroup_food,all,all,90,NA,1.03,1159,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2024-M12,month,CHFL,CHFL,all,agegroup_food,all,all,56,NA,0.66,1249,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2025-M01,month,CHFL,CHFL,all,agegroup_food,all,all,65,NA,0.74,65,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2025-M02,month,CHFL,CHFL,all,agegroup_food,all,all,54,NA,0.61,125,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2025-M03,month,CHFL,CHFL,all,agegroup_food,all,all,50,NA,0.57,190,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2025-M04,month,CHFL,CHFL,all,agegroup_food,all,all,46,NA,0.53,261,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2025-M05,month,CHFL,CHFL,all,agegroup_food,all,all,58,NA,0.67,319,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2025-M06,month,CHFL,CHFL,all,agegroup_food,all,all,78,NA,0.91,398,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2025-M07,month,CHFL,CHFL,all,agegroup_food,all,all,126,NA,1.49,533,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2025-M08,month,CHFL,CHFL,all,agegroup_food,all,all,206,NA,2.37,739,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2025-M09,month,CHFL,CHFL,all,agegroup_food,all,all,165,NA,1.91,939,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2025-M10,month,CHFL,CHFL,all,agegroup_food,all,all,130,NA,1.49,1069,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2025-M11,month,CHFL,CHFL,all,agegroup_food,all,all,90,NA,1.03,1159,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2025-M12,month,CHFL,CHFL,all,agegroup_food,all,all,58,NA,0.66,1249,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2026-M01,month,CHFL,CHFL,all,agegroup_food,all,all,65,NA,0.74,65,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2026-M02,month,CHFL,CHFL,all,agegroup_food,all,all,54,NA,0.61,125,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2026-M03,month,CHFL,CHFL,all,agegroup_food,all,all,50,NA,0.57,190,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2026-M04,month,CHFL,CHFL,all,agegroup_food,all,all,46,NA,0.53,261,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2026-M05,month,CHFL,CHFL,all,agegroup_food,all,all,58,NA,0.67,319,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2026-M06,month,CHFL,CHFL,all,agegroup_food,all,all,79,NA,0.91,398,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2026-M07,month,CHFL,CHFL,all,agegroup_food,all,all,135,NA,1.55,533,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2026-M08,month,CHFL,CHFL,all,agegroup_food,all,all,206,NA,2.37,739,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2022-M01,month,CHFL,CHFL,all,agegroup_food,all,all,87,NA,1.02,87,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2022-M02,month,CHFL,CHFL,all,agegroup_food,all,all,64,NA,0.74,152,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2022-M03,month,CHFL,CHFL,all,agegroup_food,all,all,71,NA,0.84,214,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2022-M04,month,CHFL,CHFL,all,agegroup_food,all,all,86,NA,1.02,302,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2022-M05,month,CHFL,CHFL,all,agegroup_food,all,all,99,NA,1.15,400,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2022-M06,month,CHFL,CHFL,all,agegroup_food,all,all,94,NA,1.12,506,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2022-M07,month,CHFL,CHFL,all,agegroup_food,all,all,144,NA,1.69,658,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2022-M08,month,CHFL,CHFL,all,agegroup_food,all,all,250,NA,2.93,932,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2022-M09,month,CHFL,CHFL,all,agegroup_food,all,all,185,NA,2.14,1118,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2022-M10,month,CHFL,CHFL,all,agegroup_food,all,all,178,NA,2.04,1290,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2022-M11,month,CHFL,CHFL,all,agegroup_food,all,all,118,NA,1.4,1398,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2022-M12,month,CHFL,CHFL,all,agegroup_food,all,all,84,NA,0.98,1477,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2023-M01,month,CHFL,CHFL,all,agegroup_food,all,all,87,NA,1.02,87,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2023-M02,month,CHFL,CHFL,all,agegroup_food,all,all,64,NA,0.74,152,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2023-M03,month,CHFL,CHFL,all,agegroup_food,all,all,74,NA,0.86,214,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2023-M04,month,CHFL,CHFL,all,agegroup_food,all,all,86,NA,1.02,302,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2023-M05,month,CHFL,CHFL,all,agegroup_food,all,all,102,NA,1.19,420,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2023-M06,month,CHFL,CHFL,all,agegroup_food,all,all,105,NA,1.22,520,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2023-M07,month,CHFL,CHFL,all,agegroup_food,all,all,152,NA,1.78,680,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2023-M08,month,CHFL,CHFL,all,agegroup_food,all,all,270,NA,3.14,946,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2023-M09,month,CHFL,CHFL,all,agegroup_food,all,all,198,NA,2.28,1132,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2023-M10,month,CHFL,CHFL,all,agegroup_food,all,all,182,NA,2.12,1304,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2023-M11,month,CHFL,CHFL,all,agegroup_food,all,all,114,NA,1.31,1418,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2023-M12,month,CHFL,CHFL,all,agegroup_food,all,all,85,NA,0.98,1502,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2024-M01,month,CHFL,CHFL,all,agegroup_food,all,all,87,NA,0.98,87,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2024-M02,month,CHFL,CHFL,all,agegroup_food,all,all,70,NA,0.82,161,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2024-M03,month,CHFL,CHFL,all,agegroup_food,all,all,77,NA,0.88,228,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2024-M04,month,CHFL,CHFL,all,agegroup_food,all,all,89,NA,1.03,320,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2024-M05,month,CHFL,CHFL,all,agegroup_food,all,all,108,NA,1.27,447,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2024-M06,month,CHFL,CHFL,all,agegroup_food,all,all,114,NA,1.31,538,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2024-M07,month,CHFL,CHFL,all,agegroup_food,all,all,169,NA,1.94,702,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2024-M08,month,CHFL,CHFL,all,agegroup_food,all,all,286,NA,3.32,964,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2024-M09,month,CHFL,CHFL,all,agegroup_food,all,all,199,NA,2.32,1146,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2024-M10,month,CHFL,CHFL,all,agegroup_food,all,all,186,NA,2.2,1324,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2024-M11,month,CHFL,CHFL,all,agegroup_food,all,all,118,NA,1.4,1441,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2024-M12,month,CHFL,CHFL,all,agegroup_food,all,all,86,NA,0.98,1532,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2025-M01,month,CHFL,CHFL,all,agegroup_food,all,all,87,NA,1.02,87,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2025-M02,month,CHFL,CHFL,all,agegroup_food,all,all,74,NA,0.84,164,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2025-M03,month,CHFL,CHFL,all,agegroup_food,all,all,78,NA,0.9,242,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2025-M04,month,CHFL,CHFL,all,agegroup_food,all,all,92,NA,1.05,336,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2025-M05,month,CHFL,CHFL,all,agegroup_food,all,all,114,NA,1.32,450,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2025-M06,month,CHFL,CHFL,all,agegroup_food,all,all,122,NA,1.37,554,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2025-M07,month,CHFL,CHFL,all,agegroup_food,all,all,186,NA,2.09,725,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2025-M08,month,CHFL,CHFL,all,agegroup_food,all,all,298,NA,3.36,1048,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2025-M09,month,CHFL,CHFL,all,agegroup_food,all,all,220,NA,2.53,1278,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2025-M10,month,CHFL,CHFL,all,agegroup_food,all,all,190,NA,2.21,1472,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2025-M11,month,CHFL,CHFL,all,agegroup_food,all,all,118,NA,1.4,1597,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2025-M12,month,CHFL,CHFL,all,agegroup_food,all,all,88,NA,1,1683,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2026-M01,month,CHFL,CHFL,all,agegroup_food,all,all,90,NA,1.04,90,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2026-M02,month,CHFL,CHFL,all,agegroup_food,all,all,77,NA,0.87,174,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2026-M03,month,CHFL,CHFL,all,agegroup_food,all,all,78,NA,0.9,253,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2026-M04,month,CHFL,CHFL,all,agegroup_food,all,all,92,NA,1.05,336,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2026-M05,month,CHFL,CHFL,all,agegroup_food,all,all,121,NA,1.36,454,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2026-M06,month,CHFL,CHFL,all,agegroup_food,all,all,124,NA,1.39,586,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2026-M07,month,CHFL,CHFL,all,agegroup_food,all,all,201,NA,2.25,778,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2026-M08,month,CHFL,CHFL,all,agegroup_food,all,all,320,NA,3.58,1135,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2022-M01,month,CHFL,CHFL,all,agegroup_food,all,all,109,NA,1.27,109,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2022-M02,month,CHFL,CHFL,all,agegroup_food,all,all,80,NA,0.93,189,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2022-M03,month,CHFL,CHFL,all,agegroup_food,all,all,84,NA,0.99,265,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2022-M04,month,CHFL,CHFL,all,agegroup_food,all,all,98,NA,1.16,341,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2022-M05,month,CHFL,CHFL,all,agegroup_food,all,all,152,NA,1.72,458,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2022-M06,month,CHFL,CHFL,all,agegroup_food,all,all,157,NA,1.77,615,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2022-M07,month,CHFL,CHFL,all,agegroup_food,all,all,219,NA,2.57,827,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2022-M08,month,CHFL,CHFL,all,agegroup_food,all,all,408,NA,4.79,1161,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2022-M09,month,CHFL,CHFL,all,agegroup_food,all,all,294,NA,3.45,1439,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2022-M10,month,CHFL,CHFL,all,agegroup_food,all,all,213,NA,2.41,1635,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2022-M11,month,CHFL,CHFL,all,agegroup_food,all,all,138,NA,1.6,1752,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2022-M12,month,CHFL,CHFL,all,agegroup_food,all,all,110,NA,1.3,1844,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2023-M01,month,CHFL,CHFL,all,agegroup_food,all,all,114,NA,1.27,114,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2023-M02,month,CHFL,CHFL,all,agegroup_food,all,all,80,NA,0.93,190,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2023-M03,month,CHFL,CHFL,all,agegroup_food,all,all,84,NA,0.99,274,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2023-M04,month,CHFL,CHFL,all,agegroup_food,all,all,99,NA,1.16,373,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2023-M05,month,CHFL,CHFL,all,agegroup_food,all,all,152,NA,1.72,504,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2023-M06,month,CHFL,CHFL,all,agegroup_food,all,all,157,NA,1.77,630,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2023-M07,month,CHFL,CHFL,all,agegroup_food,all,all,219,NA,2.57,827,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2023-M08,month,CHFL,CHFL,all,agegroup_food,all,all,408,NA,4.79,1161,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2023-M09,month,CHFL,CHFL,all,agegroup_food,all,all,294,NA,3.45,1439,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2023-M10,month,CHFL,CHFL,all,agegroup_food,all,all,222,NA,2.47,1635,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2023-M11,month,CHFL,CHFL,all,agegroup_food,all,all,138,NA,1.6,1752,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2023-M12,month,CHFL,CHFL,all,agegroup_food,all,all,110,NA,1.3,1844,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2024-M01,month,CHFL,CHFL,all,agegroup_food,all,all,114,NA,1.27,114,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2024-M02,month,CHFL,CHFL,all,agegroup_food,all,all,97,NA,1.07,190,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2024-M03,month,CHFL,CHFL,all,agegroup_food,all,all,95,NA,1.04,279,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2024-M04,month,CHFL,CHFL,all,agegroup_food,all,all,127,NA,1.4,406,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2024-M05,month,CHFL,CHFL,all,agegroup_food,all,all,152,NA,1.72,534,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2024-M06,month,CHFL,CHFL,all,agegroup_food,all,all,157,NA,1.77,658,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2024-M07,month,CHFL,CHFL,all,agegroup_food,all,all,221,NA,2.57,879,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2024-M08,month,CHFL,CHFL,all,agegroup_food,all,all,437,NA,4.81,1316,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2024-M09,month,CHFL,CHFL,all,agegroup_food,all,all,334,NA,3.67,1650,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2024-M10,month,CHFL,CHFL,all,agegroup_food,all,all,342,NA,3.76,1992,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2024-M11,month,CHFL,CHFL,all,agegroup_food,all,all,183,NA,2.01,2175,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2024-M12,month,CHFL,CHFL,all,agegroup_food,all,all,110,NA,1.3,2263,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2025-M01,month,CHFL,CHFL,all,agegroup_food,all,all,147,NA,1.62,147,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2025-M02,month,CHFL,CHFL,all,agegroup_food,all,all,100,NA,1.1,247,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2025-M03,month,CHFL,CHFL,all,agegroup_food,all,all,121,NA,1.33,368,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2025-M04,month,CHFL,CHFL,all,agegroup_food,all,all,131,NA,1.44,499,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2025-M05,month,CHFL,CHFL,all,agegroup_food,all,all,177,NA,1.95,676,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2025-M06,month,CHFL,CHFL,all,agegroup_food,all,all,180,NA,1.98,856,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2025-M07,month,CHFL,CHFL,all,agegroup_food,all,all,246,NA,2.71,1102,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2025-M08,month,CHFL,CHFL,all,agegroup_food,all,all,437,NA,4.81,1476,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2025-M09,month,CHFL,CHFL,all,agegroup_food,all,all,334,NA,3.67,1773,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2025-M10,month,CHFL,CHFL,all,agegroup_food,all,all,342,NA,3.76,2022,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2025-M11,month,CHFL,CHFL,all,agegroup_food,all,all,183,NA,2.01,2175,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2025-M12,month,CHFL,CHFL,all,agegroup_food,all,all,119,NA,1.31,2288,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2026-M01,month,CHFL,CHFL,all,agegroup_food,all,all,147,NA,1.62,147,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2026-M02,month,CHFL,CHFL,all,agegroup_food,all,all,100,NA,1.1,247,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2026-M03,month,CHFL,CHFL,all,agegroup_food,all,all,121,NA,1.33,368,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2026-M04,month,CHFL,CHFL,all,agegroup_food,all,all,141,NA,1.55,499,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2026-M05,month,CHFL,CHFL,all,agegroup_food,all,all,177,NA,1.95,676,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2026-M06,month,CHFL,CHFL,all,agegroup_food,all,all,180,NA,1.98,856,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2026-M07,month,CHFL,CHFL,all,agegroup_food,all,all,290,NA,3.19,1102,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2026-M08,month,CHFL,CHFL,all,agegroup_food,all,all,555,NA,6.1,1613,NA,NA,NA,NA,NA,NA,NA,TRUE
cases,2013,year,AG,canton,all,agegroup_food,all,all,86,636362,13.51,NA,NA,NA,6.8,NA,NA,NA,NA,TRUE
cases,2013,year,AI,canton,all,agegroup_food,all,all,0,15778,0,NA,NA,NA,0,NA,NA,NA,NA,TRUE
cases,2013,year,AR,canton,all,agegroup_food,all,all,11,53691,20.49,NA,NA,NA,0.9,NA,NA,NA,NA,TRUE
cases,2013,year,BE,canton,all,agegroup_food,all,all,141,1001281,14.08,NA,NA,NA,11.1,NA,NA,NA,NA,TRUE
cases,2013,year,BL,canton,all,agegroup_food,all,all,47,278656,16.87,NA,NA,NA,3.7,NA,NA,NA,NA,TRUE
cases,2013,year,BS,canton,all,agegroup_food,all,all,44,189335,23.24,NA,NA,NA,3.5,NA,NA,NA,NA,TRUE
cases,2013,year,CH,country,all,agegroup_food,all,all,1267,8139631,15.57,NA,NA,NA,99.7,NA,NA,NA,NA,TRUE
cases,2013,year,CHFL,CHFL,all,agegroup_food,all,all,1271,8176573,15.54,NA,NA,NA,100,NA,NA,NA,NA,TRUE
cases,2013,year,FL,country,all,agegroup_food,all,all,4,36942,10.83,NA,NA,NA,0.3,NA,NA,NA,NA,TRUE
cases,2013,year,FR,canton,all,agegroup_food,all,all,37,297622,12.43,NA,NA,NA,2.9,NA,NA,NA,NA,TRUE
cases,2013,year,GE,canton,all,agegroup_food,all,all,81,469433,17.25,NA,NA,NA,6.4,NA,NA,NA,NA,TRUE
cases,2013,year,GL,canton,all,agegroup_food,all,all,11,39593,27.78,NA,NA,NA,0.9,NA,NA,NA,NA,TRUE
cases,2013,year,GR,canton,all,agegroup_food,all,all,34,194959,17.44,NA,NA,NA,2.7,NA,NA,NA,NA,TRUE
cases,2013,year,JU,canton,all,agegroup_food,all,all,18,71738,25.09,NA,NA,NA,1.4,NA,NA,NA,NA,TRUE
cases,2013,year,LU,canton,all,agegroup_food,all,all,69,390349,17.68,NA,NA,NA,5.4,NA,NA,NA,NA,TRUE
cases,2013,year,NE,canton,all,agegroup_food,all,all,25,176402,14.17,NA,NA,NA,2,NA,NA,NA,NA,TRUE
cases,2013,year,NW,canton,all,agegroup_food,all,all,2,41888,4.77,NA,NA,NA,0.2,NA,NA,NA,NA,TRUE
cases,2013,year,OW,canton,all,agegroup_food,all,all,6,36507,16.44,NA,NA,NA,0.5,NA,NA,NA,NA,TRUE
cases,2013,year,SG,canton,all,agegroup_food,all,all,85,491699,17.29,NA,NA,NA,6.7,NA,NA,NA,NA,TRUE
cases,2013,year,SH,canton,all,agegroup_food,all,all,12,78783,15.23,NA,NA,NA,0.9,NA,NA,NA,NA,TRUE
cases,2013,year,SO,canton,all,agegroup_food,all,all,45,261437,17.21,NA,NA,NA,3.6,NA,NA,NA,NA,TRUE
cases,2013,year,SZ,canton,all,agegroup_food,all,all,17,151396,11.23,NA,NA,NA,1.3,NA,NA,NA,NA,TRUE
cases,2013,year,TG,canton,all,agegroup_food,all,all,39,260278,14.98,NA,NA,NA,3.1,NA,NA,NA,NA,TRUE
cases,2013,year,TI,canton,all,agegroup_food,all,all,62,346539,17.89,NA,NA,NA,4.9,NA,NA,NA,NA,TRUE
cases,2013,year,UR,canton,all,agegroup_food,all,all,4,35865,11.15,NA,NA,NA,0.3,NA,NA,NA,NA,TRUE
cases,2013,year,VD,canton,all,agegroup_food,all,all,105,749373,14.01,NA,NA,NA,8.3,NA,NA,NA,NA,TRUE
cases,2013,year,VS,canton,all,agegroup_food,all,all,57,327011,17.43,NA,NA,NA,4.5,NA,NA,NA,NA,TRUE
cases,2013,year,ZG,canton,all,agegroup_food,all,all,21,118118,17.78,NA,NA,NA,1.7,NA,NA,NA,NA,TRUE
cases,2013,year,ZH,canton,all,agegroup_food,all,all,208,1425538,14.59,NA,NA,NA,16.4,NA,NA,NA,NA,TRUE
cases,2014,year,AG,canton,all,agegroup_food,all,all,105,645277,16.27,NA,NA,NA,8.5,NA,NA,NA,NA,TRUE
cases,2014,year,AI,canton,all,agegroup_food,all,all,3,15854,18.92,NA,NA,NA,0.2,NA,NA,NA,NA,TRUE
cases,2014,year,AR,canton,all,agegroup_food,all,all,8,54064,14.8,NA,NA,NA,0.6,NA,NA,NA,NA,TRUE
cases,2014,year,BE,canton,all,agegroup_food,all,all,112,1009418,11.1,NA,NA,NA,9.1,NA,NA,NA,NA,TRUE
cases,2014,year,BL,canton,all,agegroup_food,all,all,41,281301,14.58,NA,NA,NA,3.3,NA,NA,NA,NA,TRUE
cases,2014,year,BS,canton,all,agegroup_food,all,all,44,190580,23.09,NA,NA,NA,3.6,NA,NA,NA,NA,TRUE
cases,2014,year,CH,country,all,agegroup_food,all,all,1235,8237666,14.99,NA,NA,NA,99.6,NA,NA,NA,NA,TRUE
cases,2014,year,CHFL,CHFL,all,agegroup_food,all,all,1240,8274608,14.99,NA,NA,NA,100,-31,-0.55,-3.5,NA,TRUE
cases,2014,year,FL,country,all,agegroup_food,all,all,5,36942,13.53,NA,NA,NA,0.4,NA,NA,NA,NA,TRUE
cases,2014,year,FR,canton,all,agegroup_food,all,all,41,303377,13.51,NA,NA,NA,3.3,NA,NA,NA,NA,TRUE
cases,2014,year,GE,canton,all,agegroup_food,all,all,104,477385,21.79,NA,NA,NA,8.4,NA,NA,NA,NA,TRUE
cases,2014,year,GL,canton,all,agegroup_food,all,all,3,39794,7.54,NA,NA,NA,0.2,NA,NA,NA,NA,TRUE
cases,2014,year,GR,canton,all,agegroup_food,all,all,30,195886,15.32,NA,NA,NA,2.4,NA,NA,NA,NA,TRUE
cases,2014,year,JU,canton,all,agegroup_food,all,all,11,72410,15.19,NA,NA,NA,0.9,NA,NA,NA,NA,TRUE
cases,2014,year,LU,canton,all,agegroup_food,all,all,55,394604,13.94,NA,NA,NA,4.5,NA,NA,NA,NA,TRUE
cases,2014,year,NE,canton,all,agegroup_food,all,all,25,177327,14.1,NA,NA,NA,2,NA,NA,NA,NA,TRUE
